Index	YYYY	MM	DD	HH	HsOS	TpOS	DirOS	HsNS	TpNS	DirNS	U10	U10Dir
105129	2015	01	01	00	0.44	4.11	94.7	0.9	4.74	97.1	2.9	76
105130	2015	01	01	03	0.41	3.97	98.1	0.89	4.65	100	3.4	86
105131	2015	01	01	06	0.39	3.87	100.4	0.87	4.58	101.9	3.3	88
105132	2015	01	01	09	0.38	3.75	103	0.78	4.43	103.7	2.1	107
105133	2015	01	01	12	0.35	3.66	104.2	0.67	4.19	104.4	1.2	161
105134	2015	01	01	15	0.33	3.64	103.6	0.64	4.09	103.9	1.2	210
105135	2015	01	01	18	0.3	6.85	104.9	0.58	3.92	105.1	1	236
105136	2015	01	01	21	0.28	6.85	104.8	0.58	3.87	105.2	1.4	229
105137	2015	01	02	00	0.26	6.85	104.5	0.55	3.78	104.9	1.4	263
105138	2015	01	02	03	0.26	17.64	134.3	0.45	3.62	122.7	0.7	189
105139	2015	01	02	06	0.26	17.25	134.3	0.49	3.71	123	1.2	169
105140	2015	01	02	09	0.28	8.11	103.8	0.58	3.88	104.2	1.4	219
105141	2015	01	02	12	0.31	8.03	103.8	0.69	4.14	104.5	2.3	203
105142	2015	01	02	15	0.4	11.04	105.4	0.8	4.51	105.7	2.1	209
105143	2015	01	02	18	0.5	10.36	104.3	0.91	4.94	104.4	1.5	220
105144	2015	01	02	21	0.57	10.13	104.1	1.01	5.11	104.8	2.8	244
105145	2015	01	03	00	0.6	9.93	103.9	1.03	5.17	104.8	3	296
105146	2015	01	03	03	0.6	9.83	103.8	1.02	5.17	104.7	2.9	332
105147	2015	01	03	06	0.58	9.89	102.7	0.99	5.13	103.7	2.2	336
105148	2015	01	03	09	0.58	9.98	102.8	1.05	5.14	104.1	3.8	293
105149	2015	01	03	12	0.59	10.05	102.8	0.98	5.15	103.6	1.6	262
105150	2015	01	03	15	0.56	10.05	102.7	1	5.1	103.7	2.8	212
105151	2015	01	03	18	0.53	10	102.3	1	5.05	103.4	3.2	226
105152	2015	01	03	21	0.57	9.71	102.4	1.05	5.13	103.8	4	259
105153	2015	01	04	00	0.58	9.25	101.8	1.06	5.14	103.4	4.1	298
105154	2015	01	04	03	0.56	9.01	101.3	1	5.1	102.6	2.8	305
105155	2015	01	04	06	0.51	8.97	101.9	0.95	4.99	102.7	2.3	343
105156	2015	01	04	09	0.46	14.89	134.3	0.82	4.73	122.4	2	285
105157	2015	01	04	12	0.42	15.03	134.3	0.75	4.54	122.5	1.8	322
105158	2015	01	04	15	0.38	15.3	134.3	0.65	4.28	122.2	1	228
105159	2015	01	04	18	0.34	15.56	134.3	0.58	4.06	122.3	0.9	207
105160	2015	01	04	21	0.31	15.54	134.3	0.58	4	122.9	1.5	226
105161	2015	01	05	00	0.29	15.29	134.3	0.55	3.88	122.9	1.4	281
105162	2015	01	05	03	0.27	15.07	134.3	0.55	3.85	123.3	1.8	0
105163	2015	01	05	06	0.27	14.97	134.3	0.49	3.73	122.8	1	73
105164	2015	01	05	09	0.27	14.9	134.3	0.47	3.7	122.7	0.8	21
105165	2015	01	05	12	0.28	14.86	134.3	0.48	3.73	122.6	0.7	179
105166	2015	01	05	15	0.3	14.82	134.3	0.52	3.86	122.6	0.9	123
105167	2015	01	05	18	0.31	14.78	134.3	0.53	3.89	122.4	0.8	195
105168	2015	01	05	21	0.31	14.75	134.3	0.63	4.07	123.2	2	296
105169	2015	01	06	00	0.29	14.74	134.4	0.74	4.24	124.4	3.7	307
105170	2015	01	06	03	0.33	14.59	134.4	0.73	4.3	123.9	3.1	320
105171	2015	01	06	06	0.33	14.54	134.4	0.6	4.07	122.7	1.4	315
105172	2015	01	06	09	0.29	14.56	134.3	0.69	4.16	124.1	3.1	272
105173	2015	01	06	12	0.26	14.53	134.3	0.58	3.89	123.6	2.3	280
105174	2015	01	06	15	0.24	14.43	134.5	0.61	3.97	124.2	3	296
105175	2015	01	06	18	0.39	2.69	316.4	0.42	3.39	6.3	4.8	295
105176	2015	01	06	21	0.54	3.19	326	0.53	3.8	12.4	4.9	309
105177	2015	01	07	00	0.63	3.5	330.8	0.62	4.06	14.4	5.8	303
105178	2015	01	07	03	0.66	3.57	329.2	0.59	4.08	14.9	5.1	303
105179	2015	01	07	06	0.64	3.6	326.3	0.56	3.98	12.8	5.1	309
105180	2015	01	07	09	0.63	3.48	314.6	0.5	3.7	3.8	5.4	300
105181	2015	01	07	12	0.65	3.53	316.1	0.5	3.77	5.5	5.2	317
105182	2015	01	07	15	0.6	3.76	328.7	0.52	3.96	16.5	3.9	325
105183	2015	01	07	18	0.55	3.95	334.3	0.56	3.98	18.7	4.1	305
105184	2015	01	07	21	0.55	3.88	331.3	0.56	3.92	15.8	4.8	307
105185	2015	01	08	00	0.57	3.64	325.7	0.5	3.84	14.1	4.1	306
105186	2015	01	08	03	0.53	3.68	329.4	0.5	3.82	16.2	4	300
105187	2015	01	08	06	0.49	3.64	329.2	0.47	3.72	16.7	3.6	304
105188	2015	01	08	09	0.45	8.9	114.6	0.97	4.86	113.8	4.1	290
105189	2015	01	08	12	0.43	3.06	314.1	0.33	3.35	10.7	2.9	305
105190	2015	01	08	15	0.37	8.8	113.5	0.7	4.29	112.2	1.2	309
105191	2015	01	08	18	0.31	8.83	112.2	0.72	4.2	112	2.6	270
105192	2015	01	08	21	0.31	8.5	111.8	0.78	4.32	111.9	3.5	285
105193	2015	01	09	00	0.41	2.82	302.6	0.32	3.22	359.3	4.2	310
105194	2015	01	09	03	0.44	3.18	301.9	0.28	3.25	2.7	3.3	314
105195	2015	01	09	06	0.42	3.35	297.2	0.22	3.13	6.2	2.4	303
105196	2015	01	09	09	0.38	3.5	293.4	0.26	3	0.5	3.5	295
105197	2015	01	09	12	0.36	3.52	292.1	0.2	2.87	7	2.3	307
105198	2015	01	09	15	0.3	3.55	291.5	0.15	2.65	9.7	1.6	257
105199	2015	01	09	18	0.24	3.57	290.4	0.16	2.56	5.9	2.1	277
105200	2015	01	09	21	0.19	3.58	290.1	0.15	2.64	2.7	2.7	331
105201	2015	01	10	00	0.17	13.4	134.9	0.33	3.68	123.3	1.4	9
105202	2015	01	10	03	0.15	13.48	134.8	0.28	3.65	123.2	1.2	107
105203	2015	01	10	06	0.15	13.51	134.8	0.29	3.66	123.2	1.2	70
105204	2015	01	10	09	0.16	13.45	134.9	0.34	3.76	123.6	1.8	80
105205	2015	01	10	12	0.22	3.17	75	0.54	3.86	80.6	2.5	132
105206	2015	01	10	15	0.3	3.86	99.4	0.77	4.26	101.1	3.5	124
105207	2015	01	10	18	0.49	2.97	116.6	1.05	5.02	115.5	4.9	133
105208	2015	01	10	21	0.63	4.6	111.6	1.08	5.17	110.9	4.3	132
105209	2015	01	11	00	0.73	4.95	113.3	1.07	5.29	111.2	2.5	122
105210	2015	01	11	03	0.79	5.23	115.1	1.13	5.31	112.7	3.8	91
105211	2015	01	11	06	0.81	5.38	117.6	1.16	5.26	115	5	86
105212	2015	01	11	09	0.83	5.48	119	1.15	5.27	115.2	4.2	99
105213	2015	01	11	12	0.76	5.56	119.9	1.11	5.21	116	3.8	115
105214	2015	01	11	15	0.68	5.6	121.1	1.09	5.16	117.2	4.2	138
105215	2015	01	11	18	0.59	5.6	122.3	1.02	5.07	117.8	3.3	172
105216	2015	01	11	21	0.51	5.38	120.5	0.98	5	117.5	3.1	237
105217	2015	01	12	00	0.5	4.88	117.3	1.07	5.05	116.1	5.1	310
105218	2015	01	12	03	0.63	3.52	297.8	0.39	3.34	353.3	5.1	320
105219	2015	01	12	06	0.77	3.88	294.7	0.42	3.43	349.2	5.7	317
105220	2015	01	12	09	0.96	4.09	290.2	0.46	3.54	338.3	6.8	296
105221	2015	01	12	12	1.15	4.39	286.5	0.5	3.62	326.7	7.5	296
105222	2015	01	12	15	1.34	4.76	287.3	0.57	3.78	321.8	8.8	296
105223	2015	01	12	18	1.56	5.19	287.2	0.59	4	325	8.6	292
105224	2015	01	12	21	1.62	5.31	287.9	0.59	4.11	329.6	8.2	298
105225	2015	01	13	00	1.42	5.29	289.3	0.54	4.02	337	7.3	316
105226	2015	01	13	03	1.13	5.22	288.6	0.42	3.73	350.5	5.1	331
105227	2015	01	13	06	0.89	5.05	289	0.38	3.45	351.5	4.9	18
105228	2015	01	13	09	0.75	4.81	293.1	0.3	3.45	6.6	2.8	22
105229	2015	01	13	12	0.66	4.49	315.9	0.43	3.83	10.5	3.4	288
105230	2015	01	13	15	0.6	4.38	332.3	0.6	4.04	16.1	5.1	281
105231	2015	01	13	18	0.61	3.55	305.2	0.42	3.47	357.8	5.1	312
105232	2015	01	13	21	0.61	3.56	313.3	0.46	3.65	4.2	4.9	323
105233	2015	01	14	00	0.6	3.54	323.3	0.53	3.85	10.5	5.1	347
105234	2015	01	14	03	0.59	3.59	334.1	0.61	4.06	16.9	5.2	30
105235	2015	01	14	06	0.58	3.77	347.6	0.71	4.34	24.9	4.7	54
105236	2015	01	14	09	0.55	3.85	356.1	0.7	4.57	33.2	2.6	75
105237	2015	01	14	12	0.5	3.91	359.8	0.64	4.69	39.2	0.8	342
105238	2015	01	14	15	0.43	3.98	1.6	0.63	4.34	38.7	2.2	295
105239	2015	01	14	18	0.36	4.12	1.9	0.56	4.03	39.7	2.3	303
105240	2015	01	14	21	0.31	4.18	359.4	0.52	3.82	38.5	2.7	293
105241	2015	01	15	00	0.28	9.18	95.3	0.7	4.09	97.3	2.9	305
105242	2015	01	15	03	0.25	9.15	95.3	0.51	3.67	96.5	1.1	331
105243	2015	01	15	06	0.23	9.1	95.2	0.48	3.7	96.5	1.3	104
105244	2015	01	15	09	0.2	8.61	94.9	0.43	3.74	96.3	1.5	95
105245	2015	01	15	12	0.19	7.56	94.3	0.42	3.74	95.8	1.6	104
105246	2015	01	15	15	0.19	6.96	95.3	0.52	3.99	97.3	3.1	148
105247	2015	01	15	18	0.2	6.66	96.5	0.47	3.82	97.9	2	150
105248	2015	01	15	21	0.2	3.54	60.6	0.4	3.62	68.5	1.3	69
105249	2015	01	16	00	0.2	3.59	62.4	0.37	3.57	69.8	0.9	48
105250	2015	01	16	03	0.2	3.64	66.2	0.35	3.5	72.5	0.5	197
105251	2015	01	16	06	0.2	3.79	73.5	0.38	3.6	78.6	1	131
105252	2015	01	16	09	0.2	8.32	101.9	0.4	3.67	102.4	1.1	250
105253	2015	01	16	12	0.22	8.23	102	0.51	3.81	102.8	1.9	167
105254	2015	01	16	15	0.28	10.84	106.2	0.75	4.19	107.1	3.4	146
105255	2015	01	16	18	0.39	9.9	105.3	0.8	4.49	105.7	2.3	169
105256	2015	01	16	21	0.49	9.33	105	0.92	4.91	105.2	2.1	166
105257	2015	01	17	00	0.55	9.16	104.9	0.93	5.04	104.9	1	153
105258	2015	01	17	03	0.57	9.02	104.6	0.93	5.09	104.7	0.8	75
105259	2015	01	17	06	0.57	8.81	104.1	0.96	5.1	104.4	1.4	73
105260	2015	01	17	09	0.54	8.54	103.2	0.9	5.02	103.4	0.5	71
105261	2015	01	17	12	0.52	8.32	103.1	0.97	5.01	103.8	2.6	158
105262	2015	01	17	15	0.49	8.2	103.1	0.92	4.91	103.6	2	151
105263	2015	01	17	18	0.49	8.28	104.3	0.9	4.89	104.5	1.5	64
105264	2015	01	17	21	0.5	8.64	106.6	0.93	4.95	106.3	1.8	79
105265	2015	01	18	00	0.52	8.78	107.6	0.93	4.99	107.1	1.7	67
105266	2015	01	18	03	0.54	8.78	107.9	1	5.05	107.8	3.1	57
105267	2015	01	18	06	0.61	8.56	107	1.09	5.17	107.6	4.8	95
105268	2015	01	18	09	0.65	8.34	106.4	1.04	5.24	106.6	2.6	109
105269	2015	01	18	12	0.62	8.18	106	1.01	5.19	106.2	2.1	164
105270	2015	01	18	15	0.59	7.98	105.6	0.99	5.14	105.7	1.9	118
105271	2015	01	18	18	0.57	7.84	105.2	1.02	5.11	105.7	3.1	122
105272	2015	01	18	21	0.56	7.73	105.3	1	5.09	105.7	2.8	140
105273	2015	01	19	00	0.63	7.59	105.2	1.15	5.19	106.6	6.3	132
105274	2015	01	19	03	0.79	3.59	137.3	1.15	5.27	126.3	6.8	178
105275	2015	01	19	06	0.74	7.62	108.8	1.16	5.28	109.2	5.6	285
105276	2015	01	19	09	0.84	3.48	291.8	0.41	3.46	349.3	5.4	293
105277	2015	01	19	12	1.26	4.09	294.3	0.66	4.09	335.7	9.8	294
105278	2015	01	19	15	1.36	4.65	297.3	0.58	4.26	346.1	7.6	294
105279	2015	01	19	18	1.53	4.81	287.7	0.71	4.15	323.9	10.4	279
105280	2015	01	19	21	1.87	5.32	271.9	0.75	3.72	264.4	11.8	268
105281	2015	01	20	00	2.25	5.75	268.7	0.82	3.77	251.9	12.9	266
105282	2015	01	20	03	2.54	6.2	275.2	0.86	4.23	278.5	12.5	273
105283	2015	01	20	06	2.29	6.42	283.6	0.69	4.4	316.9	9.3	292
105284	2015	01	20	09	1.63	5.99	286.2	0.5	4.23	347.4	5.7	305
105285	2015	01	20	12	1.14	5.61	281.4	0.41	3.49	334.2	5.5	301
105286	2015	01	20	15	0.91	5.32	276.2	0.39	3.1	292.6	6.1	320
105287	2015	01	20	18	0.84	4.1	314.5	0.54	4.04	4.9	5.3	326
105288	2015	01	20	21	0.73	4.21	316.6	0.46	3.96	10.6	3.6	343
105289	2015	01	21	00	0.66	4.16	326.9	0.52	4.05	16.3	3.6	343
105290	2015	01	21	03	0.67	4.15	356.8	0.8	4.7	31.1	3.3	4
105291	2015	01	21	06	0.67	5.37	60.8	1.03	5.06	71.9	3.8	11
105292	2015	01	21	09	0.62	5.49	63.2	0.98	5.03	73.5	2.8	35
105293	2015	01	21	12	0.56	3.96	40.4	0.93	4.94	58.1	2	327
105294	2015	01	21	15	0.5	4.63	59.7	0.92	4.88	70.4	3.4	326
105295	2015	01	21	18	0.52	2.97	329.7	0.54	3.83	14.6	4.9	328
105296	2015	01	21	21	0.6	3.26	326.4	0.55	3.91	12.7	5.1	325
105297	2015	01	22	00	0.61	3.57	329.4	0.54	3.99	16.1	4.3	331
105298	2015	01	22	03	0.53	3.63	332.8	0.52	3.9	18.6	3.7	338
105299	2015	01	22	06	0.46	3.75	336.3	0.52	3.82	20.8	3.7	324
105300	2015	01	22	09	0.38	3.83	337.4	0.44	3.55	23.5	3	325
105301	2015	01	22	12	0.34	13.32	134.3	0.78	4.41	124.1	3.6	326
105302	2015	01	22	15	0.29	13.41	134.3	0.65	4.07	123.7	2.6	345
105303	2015	01	22	18	0.24	13.45	134.3	0.54	3.84	123.7	2.2	344
105304	2015	01	22	21	0.22	13.48	134.3	0.49	3.82	123.6	2.1	315
105305	2015	01	23	00	0.21	13.5	134.3	0.52	3.94	124	2.8	282
105306	2015	01	23	03	0.21	13.48	134.3	0.53	3.96	124.1	2.9	298
105307	2015	01	23	06	0.2	13.48	134.3	0.42	3.76	123.4	1.8	284
105308	2015	01	23	09	0.17	13.5	134.3	0.34	3.7	123.2	1.5	255
105309	2015	01	23	12	0.16	13.5	134.3	0.31	3.67	123.1	1.2	268
105310	2015	01	23	15	0.14	13.48	134.3	0.29	3.74	123.3	1.6	180
105311	2015	01	23	18	0.12	13.44	134.3	0.25	3.77	123.4	1.8	244
105312	2015	01	23	21	0.11	13.4	134.3	0.22	3.71	123.2	1.5	266
105313	2015	01	24	00	0.07	3.26	335.2	0.08	2.93	25.8	2	307
105314	2015	01	24	03	0.06	3.24	341.2	0.08	3.1	29	2.2	10
105315	2015	01	24	06	0.06	3.22	359.7	0.11	3.58	39.5	2.7	68
105316	2015	01	24	09	0.08	3.16	55.7	0.19	3.78	66.1	2.4	79
105317	2015	01	24	12	0.13	2.97	60.4	0.27	3.67	68.6	1.6	61
105318	2015	01	24	15	0.14	3	60.9	0.3	3.72	69.1	1.9	114
105319	2015	01	24	18	0.13	3.05	61.6	0.23	3.52	69	0.7	59
105320	2015	01	24	21	0.12	3.1	63.1	0.25	3.67	70.6	1.6	357
105321	2015	01	25	00	0.11	3.14	63.9	0.26	3.81	71.7	2.4	344
105322	2015	01	25	03	0.12	23.69	145.4	0.33	4.07	128.7	3.8	33
105323	2015	01	25	06	0.38	2.63	60.5	0.91	4.61	71	5.1	69
105324	2015	01	25	09	0.63	3.29	76.9	1.09	5.16	84.6	5.2	86
105325	2015	01	25	12	0.68	3.89	75.4	1.05	5.27	83.7	2.9	99
105326	2015	01	25	15	0.65	4.1	73.9	1	5.21	82.2	2	99
105327	2015	01	25	18	0.58	4.34	73.8	0.92	5.05	81.4	0.9	44
105328	2015	01	25	21	0.48	4.43	74.7	0.89	4.82	81.5	2.3	292
105329	2015	01	26	00	0.39	4.54	75.8	0.81	4.48	82.1	2.9	281
105330	2015	01	26	03	0.34	4.44	72.2	0.71	4.22	78.8	2.4	316
105331	2015	01	26	06	0.32	4.08	65.2	0.66	4.08	73	2.1	18
105332	2015	01	26	09	0.34	8.52	105.4	0.62	4.08	105.3	0.7	44
105333	2015	01	26	12	0.35	8.37	105.2	0.72	4.27	105.5	1.9	277
105334	2015	01	26	15	0.36	8.24	105.1	0.73	4.31	105.4	1.9	240
105335	2015	01	26	18	0.36	8.04	104.8	0.67	4.21	104.9	0.9	189
105336	2015	01	26	21	0.34	7.81	104.2	0.66	4.15	104.5	1.3	289
105337	2015	01	27	00	0.32	7.68	104.1	0.65	4.08	104.5	1.5	273
105338	2015	01	27	03	0.29	7.56	103.2	0.63	4	103.8	1.9	257
105339	2015	01	27	06	0.26	7.46	102.8	0.46	3.62	102.9	0.5	149
105340	2015	01	27	09	0.24	7.31	101.7	0.54	3.78	102.5	1.7	153
105341	2015	01	27	12	0.23	7.14	101.6	0.53	3.81	102.5	1.9	167
105342	2015	01	27	15	0.24	6.98	100.1	0.63	3.96	101.5	2.8	151
105343	2015	01	27	18	0.27	6.72	99.8	0.63	3.95	101	2.2	211
105344	2015	01	27	21	0.27	6.36	99.8	0.59	3.88	100.8	1.8	227
105345	2015	01	28	00	0.25	3.86	125.7	0.53	3.75	120.5	1.5	248
105346	2015	01	28	03	0.23	3.88	124.8	0.52	3.83	120.4	2	280
105347	2015	01	28	06	0.2	3.92	120.8	0.42	3.74	118.9	1.3	319
105348	2015	01	28	09	0.19	3.98	116.6	0.48	3.95	116.2	2.5	308
105349	2015	01	28	12	0.17	4.25	106.7	0.41	3.86	107.2	2.1	306
105350	2015	01	28	15	0.15	4.28	105.1	0.27	3.59	105.1	0.6	162
105351	2015	01	28	18	0.14	4.26	105.6	0.29	3.71	105.8	1.3	192
105352	2015	01	28	21	0.13	4.23	105.3	0.3	3.82	105.8	1.9	228
105353	2015	01	29	00	0.12	4.21	105.7	0.26	3.75	106	1.5	240
105354	2015	01	29	03	0.11	17.17	141.6	0.19	3.57	125	0.8	215
105355	2015	01	29	06	0.11	3.31	73.2	0.22	3.64	78.6	1.2	115
105356	2015	01	29	09	0.11	3.32	65.7	0.26	3.82	73.1	2.4	150
105357	2015	01	29	12	0.13	5.09	105.1	0.3	3.8	105.6	1.8	167
105358	2015	01	29	15	0.16	3.11	143	0.33	3.75	126.3	1.9	143
105359	2015	01	29	18	0.17	3.03	139.1	0.34	3.7	124.8	1.6	152
105360	2015	01	29	21	0.2	3.06	135.2	0.43	3.79	123.8	2	171
105361	2015	01	30	00	0.22	3.29	133.2	0.4	3.62	122.5	0.9	188
105362	2015	01	30	03	0.24	3.49	130.8	0.51	3.77	122.3	1.8	148
105363	2015	01	30	06	0.27	3.73	127.5	0.53	3.8	120.9	1.3	129
105364	2015	01	30	09	0.29	3.91	124.5	0.63	4.02	120.1	2	138
105365	2015	01	30	12	0.32	9.21	112.1	0.64	4.09	111.4	1.5	144
105366	2015	01	30	15	0.35	8.75	111.4	0.72	4.29	110.9	2	140
105367	2015	01	30	18	0.37	8.36	109.2	0.75	4.37	108.9	1.9	171
105368	2015	01	30	21	0.39	8.05	108.3	0.79	4.47	108.1	2.1	214
105369	2015	01	31	00	0.38	7.74	106.5	0.75	4.39	106.5	1.8	223
105370	2015	01	31	03	0.37	7.58	106	0.72	4.33	106.1	1.5	244
105371	2015	01	31	06	0.34	7.43	105.8	0.72	4.25	106.1	2.1	260
105372	2015	01	31	09	0.31	7.28	105	0.68	4.13	105.5	2.2	273
105373	2015	01	31	12	0.29	7.06	104.3	0.54	3.83	104.5	0.8	98
105374	2015	01	31	15	0.26	6.88	104.1	0.52	3.72	104.4	1.1	291
105375	2015	01	31	18	0.24	6.66	104.1	0.63	3.98	105.1	2.9	308
105376	2015	01	31	21	0.25	6.26	104.4	0.71	4.08	105.6	3.4	280
105377	2015	02	01	00	0.27	2.67	333.4	0.33	3.07	22.6	2.8	268
105378	2015	02	01	03	0.28	2.96	342.8	0.43	3.39	27	3.4	274
105379	2015	02	01	06	0.34	2.78	299.9	0.23	3.03	2.9	3	314
105380	2015	02	01	09	0.36	2.78	299.7	0.3	3.14	357.8	4.1	301
105381	2015	02	01	12	0.36	2.88	310.6	0.28	3.15	9.1	2.9	330
105382	2015	02	01	15	0.34	2.92	317.4	0.35	3.22	10.5	3.7	324
105383	2015	02	01	18	0.55	2.92	322.2	0.54	3.74	8.2	5.6	313
105384	2015	02	01	21	0.94	3.65	290.2	0.52	3.49	327.2	8.5	291
105385	2015	02	02	00	1.2	4.42	285.2	0.48	3.65	329	6.9	291
105386	2015	02	02	03	1.1	4.65	281.3	0.44	3.43	320.1	6.4	283
105387	2015	02	02	06	0.96	4.6	278.3	0.37	3.22	321.9	5.3	294
105388	2015	02	02	09	0.82	4.47	279.9	0.38	3.12	319.4	5.8	300
105389	2015	02	02	12	0.77	4.08	289.5	0.42	3.3	340.5	6.2	310
105390	2015	02	02	15	0.67	3.98	293.8	0.35	3.33	355.6	4.5	319
105391	2015	02	02	18	0.55	3.92	298.1	0.33	3.29	357.6	4.2	351
105392	2015	02	02	21	0.47	3.8	305.8	0.29	3.36	6.7	2.8	339
105393	2015	02	03	00	0.4	3.6	315.7	0.29	3.26	13.6	2.3	319
105394	2015	02	03	03	0.35	3.57	320.2	0.28	3.12	16.6	2.1	332
105395	2015	02	03	06	0.32	3.57	323	0.25	2.98	19.5	1.6	345
105396	2015	02	03	09	0.28	3.58	325.3	0.2	2.78	22.1	1.1	104
105397	2015	02	03	12	0.24	3.6	325.9	0.19	2.7	22.2	1.4	97
105398	2015	02	03	15	0.23	3.62	329.2	0.37	3.19	16.3	4.5	112
105399	2015	02	03	18	0.52	2.92	118	1.08	5.07	116.5	5.2	123
105400	2015	02	03	21	0.74	3.57	121	1.15	5.19	117.9	5.9	121
105401	2015	02	04	00	0.82	4.11	123.2	1.15	5.26	118.1	5.2	113
105402	2015	02	04	03	0.9	4.31	120.8	1.2	5.26	117.5	6.3	107
105403	2015	02	04	06	0.95	4.43	118.1	1.21	5.31	115.4	6	104
105404	2015	02	04	09	0.99	4.46	115.2	1.22	5.35	113.6	6.3	108
105405	2015	02	04	12	0.91	4.63	115.2	1.19	5.38	112.9	4.9	117
105406	2015	02	04	15	0.83	4.6	112.6	1.18	5.3	111.9	5.9	117
105407	2015	02	04	18	0.84	4.45	113.6	1.17	5.34	112.1	4.8	124
105408	2015	02	04	21	0.8	4.64	116.1	1.15	5.28	113.7	4.5	137
105409	2015	02	05	00	0.78	4.76	117.8	1.11	5.26	114.3	3.4	122
105410	2015	02	05	03	0.75	4.88	119	1.12	5.21	115.8	4.4	103
105411	2015	02	05	06	0.73	5	120.1	1.1	5.19	116.3	4	121
105412	2015	02	05	09	0.68	5.06	118.6	1.07	5.16	115.3	3.3	177
105413	2015	02	05	12	0.62	5.04	116.7	0.99	5.1	113.5	1.8	125
105414	2015	02	05	15	0.57	4.96	115.4	1	5.06	113.3	2.8	135
105415	2015	02	05	18	0.54	4.88	113.3	1.05	5.07	112.5	4.4	176
105416	2015	02	05	21	0.53	4.85	111.7	1	5.03	110.8	3.3	199
105417	2015	02	06	00	0.49	4.8	110.4	0.9	4.9	109.3	1.6	254
105418	2015	02	06	03	0.46	4.74	110	0.92	4.83	109.6	2.9	287
105419	2015	02	06	06	0.48	4.69	111.6	0.94	4.89	110.7	2.6	311
105420	2015	02	06	09	0.52	3.14	289	0.33	3.04	351.6	4.7	302
105421	2015	02	06	12	0.54	3.27	291.7	0.24	3.22	10.8	2.4	317
105422	2015	02	06	15	0.48	3.39	287.6	0.15	3.07	28.8	0.7	6
105423	2015	02	06	18	0.43	5.38	109.2	0.89	4.71	109	2.9	309
105424	2015	02	06	21	0.58	3.09	298.3	0.42	3.23	348.9	6.1	308
105425	2015	02	07	00	0.73	3.56	300.1	0.41	3.53	354	5.2	307
105426	2015	02	07	03	0.71	3.84	299.8	0.39	3.51	355.5	4.8	306
105427	2015	02	07	06	0.67	3.91	299.3	0.34	3.49	0	3.7	320
105428	2015	02	07	09	0.61	3.88	300.3	0.37	3.4	356.6	4.5	298
105429	2015	02	07	12	0.56	3.81	302.4	0.35	3.4	359.9	4.1	301
105430	2015	02	07	15	0.49	3.72	304.6	0.28	3.41	7.5	2.4	297
105431	2015	02	07	18	0.43	7.31	103.6	0.81	4.61	104	1.5	305
105432	2015	02	07	21	0.38	7.27	103.3	0.74	4.37	103.8	1.5	201
105433	2015	02	08	00	0.34	7.24	103.2	0.74	4.29	104	2.4	210
105434	2015	02	08	03	0.3	7.22	103.3	0.64	4.03	103.9	1.8	141
105435	2015	02	08	06	0.27	7.2	103.5	0.73	4.13	104.7	3.3	133
105436	2015	02	08	09	0.38	6.93	104	0.92	4.64	105.2	4.3	121
105437	2015	02	08	12	0.49	2.81	121.5	1.02	5	118.5	4.4	119
105438	2015	02	08	15	0.59	3.21	117.8	1.11	5.12	116.3	5.6	116
105439	2015	02	08	18	0.76	3.86	122.2	1.14	5.21	117.8	5.1	121
105440	2015	02	08	21	0.88	4.3	124.7	1.18	5.27	119.5	6.3	126
105441	2015	02	09	00	1.01	4.74	124.7	1.22	5.38	118.4	5.6	121
105442	2015	02	09	03	1.02	5.11	124.6	1.23	5.39	118.3	5.6	111
105443	2015	02	09	06	1.07	5.16	122.1	1.26	5.37	117.8	6.5	106
105444	2015	02	09	09	1.05	5.24	122	1.26	5.41	116.9	5.4	114
105445	2015	02	09	12	1.1	5.16	120.2	1.28	5.36	117.4	7.1	121
105446	2015	02	09	15	1.41	5.25	121.1	1.36	5.55	118.4	8.4	125
105447	2015	02	09	18	1.66	5.82	121.2	1.57	5.87	117.2	7.4	119
105448	2015	02	09	21	1.68	6.29	120.9	1.62	5.92	116.8	7.1	108
105449	2015	02	10	00	1.61	6.41	121.9	1.57	5.86	117.4	7.1	95
105450	2015	02	10	03	1.52	6.35	122.6	1.46	5.71	118.4	7.7	95
105451	2015	02	10	06	1.43	6.23	122.8	1.45	5.68	118.2	7.2	95
105452	2015	02	10	09	1.29	5.89	120.6	1.44	5.62	116.5	6	100
105453	2015	02	10	12	1.12	5.64	120.4	1.32	5.48	115.9	5.2	119
105454	2015	02	10	15	1.07	5.23	118.8	1.27	5.35	116.2	6.8	116
105455	2015	02	10	18	1.07	5.22	121.9	1.28	5.45	116.5	5	125
105456	2015	02	10	21	1.03	5.4	123.8	1.24	5.53	115.8	3.3	114
105457	2015	02	11	00	0.96	5.65	124.6	1.19	5.43	117	3.9	77
105458	2015	02	11	03	0.89	5.74	124.7	1.17	5.33	118.2	4.9	91
105459	2015	02	11	06	0.81	5.79	124	1.12	5.29	117.5	3.9	96
105460	2015	02	11	09	0.73	5.81	123.3	1.06	5.22	116.8	2.6	107
105461	2015	02	11	12	0.65	5.85	120.3	1	5.11	115.6	1.6	269
105462	2015	02	11	15	0.58	5.99	116.4	0.93	5.04	113.1	0.8	238
105463	2015	02	11	18	0.53	7.11	106.4	0.94	5.01	106.2	1.7	241
105464	2015	02	11	21	0.5	7.15	105.3	0.95	4.97	105.5	2.4	218
